140923	191500
140924	192000
140925	189500
140926	187000
140929	189500
140930	190500
141001	188500
141002	180000
141006	184500
141007	182000
141008	178000
141010	178000
141013	178500
141014	176000
141015	175000
141016	168000
141017	162000
141020	169000
141021	167000
141022	161500
141023	171000
141024	172500
141027	176000
141028	173500
141029	173500
141030	172000
141031	170000
141103	160000
141104	155000
141105	151000
141106	158500
141107	162000
141110	166500
141111	176000
141112	176000
141113	178500
141114	177000
141117	177500
141118	177500
141119	171500
141120	167000
141121	165000
141124	171500
141125	174000
141126	174500
141127	180500
141128	179000
141201	182000
141202	176500
141203	177500
141204	185000
141205	188000
141208	185500
141209	181500
141210	180000
141211	178000
141212	178500
141215	174500
141216	174500
141217	169000
141218	167500
141219	170000
141222	171000
141223	171500
141224	175000
141226	174500
141229	171500
141230	169000
150102	169000
150105	168000
150106	164500
150107	170000
150108	178000
150109	180000
150112	177500
150113	179500
150114	177500
150115	174500
150116	171000
150119	172500
150120	173500
150121	171500
150122	168000
150123	168000
150126	164500
150127	164000
150128	165500
150129	167000
150130	169500
150202	171000
150203	166000
150204	166500
150205	166000
150206	163500
150209	157500
150210	156500
150211	157000
150212	155000
150213	158000
150216	158000
150217	162500
150223	162000
150224	162500
150225	164000
150226	163500
150227	160500
150302	161500
150303	166500
150304	163500
150305	167500
150306	173000
150309	169000
150310	173000
150311	176500
150312	172000
150313	172000
150316	175500
150317	182000
150318	182000
150319	184000
150320	181000
150323	179000
150324	175000
150325	170000
150326	169000
150327	167500
150330	167000
150331	168500
150401	164000
150402	164000
150403	166000
150406	162000
150407	161500
150408	161000
150409	161500
150410	167500
150413	167000
150414	171000
150415	170000
150416	169000
150417	170000
150420	174500
150421	171000
150422	170000
150423	175500
150424	177500
150427	176000
150428	172500
150429	171000
150430	169000
150504	172000
150506	171500
150507	173000
150508	173000
150511	169500
150512	169000
150513	166000
150514	164000
150515	163500
150518	162500
150519	162500
150520	162500
150521	159500
150522	162500
150526	160000
150527	157000
150528	156000
150529	158000
150601	154500
150602	138500
150603	135500
150604	139000
150605	137500
150608	134500
150609	135500
150610	134500
150611	138000
150612	136000
150615	136500
150616	137000
150617	136000
150618	131500
150619	130000
150622	132000
150623	131000
150624	133000
150625	132000
150626	135000
150629	134500
150630	136000
150701	136500
150702	135500
150703	135000
150706	133000
150707	131500
150708	128000
150709	127000
150710	124000
150713	125500
150714	125500
150715	126500
150716	127000
150717	123500
150720	124000
150721	133000
150722	131000
150723	138000
150724	139000
150727	145000
150728	145000
150729	146000
150730	150000
150731	149000
150803	143500
150804	144000
150805	145500
150806	139500
150807	138000
150810	140000
150811	139000
150812	146000
150813	144500
150817	143500
150818	146500
150819	148000
150820	149000
150821	146000
150824	142500
150825	147500
150826	150000
150827	147000
150828	144000
150831	149000
150901	146500
150902	151500
150903	152000
150904	150000
150907	152000
150908	156500
150909	155500
150910	156500
150911	156000
150914	154500
150915	156500
150916	163000
150917	163500
150918	165500
150921	159000
150922	164000
150923	157000
150924	158000
150925	162000
150930	164000
151001	168000
151002	167000
151005	164000
151006	158000
151007	160500
151008	162000
151012	159500
151013	163500
151014	163000
151015	162500
151016	161000
151019	161000
151020	162500
151021	163000
151022	162000
151023	158000
151026	159000
151027	159000
151028	155500
151029	153500
151030	156000
151102	158500
151103	162500
151104	165500
151105	165500
151106	164500
151109	165000
151110	162500
151111	163000
151112	160500
151113	156500
151116	158000
151117	157000
151118	158000
151119	159500
151120	158000
151123	157000
151124	155000
151125	151500
151126	152500
151127	151000
151130	147500
151201	153000
151202	152000
151203	153000
151204	151500
151207	150500
151208	150000
151209	151500
151210	151500
151211	148500
151214	150500
151215	151500
151216	153000
151217	155500
151218	154000
151221	152000
151222	153000
151223	151500
151224	151500
151228	151000
151229	149000
151230	149000
160104	144000
160105	143500
160106	140000
160107	137500
160108	136500
160111	140000
160112	139500
160113	140500
160114	141000
160115	138500
160118	139000
160119	140000
160120	136500
160121	137000
160122	139000
160125	137500
160126	136000
160127	137000
160128	135000
160129	133000
160201	132500
160202	129500
160203	129000
160204	132500
160205	133500
160211	131000
160212	137000
160215	139500
160216	141000
160217	147000
160218	147000
160219	149000
160222	147500
160223	149000
160224	149000
160225	147000
160226	147000
160229	147500
160302	150000
160303	147500
160304	147500
160307	146500
160308	148000
160309	149500
160310	148000
160311	149000
160314	148500
160315	147000
160316	146500
160317	146500
160318	150500
160321	154500
160322	159000
160323	158000
160324	155500
160325	153000
160328	154000
160329	155000
160330	155500
160331	152500
160401	149500
160404	144000
160405	144500
160406	144000
160407	146500
160408	146000
160411	146000
160412	148500
160414	152000
160415	151500
160418	154000
160419	153000
160420	151500
160421	154000
160422	151000
160425	149500
160426	153500
160427	149000
160428	148000
160429	143500
160502	142500
160503	142500
160504	139000
160509	135500
160510	139500
160511	139000
160512	136500
160513	135000
160516	135500
160517	134500
160518	133000
160519	134500
160520	132000
160523	133000
160524	133500
160525	135000
160526	135000
160527	136000
160530	136500
160531	139500
160601	138000
160602	138000
160603	138500
160607	139500
160608	139500
160609	139000
160610	139000
160613	135500
160614	138500
160615	135500
160616	134500
160617	134500
160620	136500
160621	138000
160622	140000
160623	141000
160624	139500
160627	141500
160628	139000
160629	139000
160630	135500
160701	137000
160704	137000
160705	135000
160706	130000
160707	131000
160708	130500
160711	131000
160712	132000
160713	135500
160714	131500
160715	133000
160718	132000
160719	130000
160720	129500
160721	130000
160722	129000
160725	135500
160726	136000
160727	137000
160728	136000
160729	132000
160801	135500
160802	134000
160803	132000
160804	130500
160805	133000
160808	133000
160809	136500
160810	134000
160811	134500
160812	136000
160816	133000
160817	135000
160818	132500
160819	132500
160822	132000
160823	132500
160824	135500
160825	136500
160826	135500
160829	134000
160830	132500
160831	133000
160901	131500
160902	135000
160905	139000
160906	139500
160907	139000
160908	139000
160909	139500
160912	138500
160913	138500
160919	137000
160920	138500
160921	138000
160922	138000
160923	142000
160926	140500
160927	141500
160928	138500
160929	139500
160930	135500
161004	139000
161005	140000
161006	139000
161007	136500
161010	133500
161011	134500
161012	136500
161013	134000
161014	133000
161017	133000
161018	134500
161019	133000
161020	132000
161021	133500
161024	134500
161025	138000
161026	137500
161027	138000
161028	140500
161031	140000
161101	141500
161102	139500
161103	136500
161104	136000
161107	137000
161108	138500
161109	134000
161110	129000
161111	131500
161114	132000
161115	130500
161116	131000
161117	132000
161118	129500
161121	133500
161122	133500
161123	134000
161124	135000
161125	136000
161128	135000
161129	134500
161130	133000
161201	132000
161202	133500
161205	134000
161206	136500
161207	136500
161208	142000
161209	144000
161212	144500
161213	145000
161214	143500
161215	142000
161216	139500
161219	142000
161220	143500
161221	143500
161222	142000
161223	144000
161226	144500
161227	144500
161228	143500
161229	146000
170102	150000
170103	153000
170104	154000
170105	153500
170106	151000
170109	150500
170110	152000
170111	148500
170112	148000
170113	149000
170116	150500
170117	153500
170118	154000
170119	152000
170120	153000
170123	149000
170124	146500
170125	142000
170126	142500
170131	139500
170201	139500
170202	136000
170203	137500
170206	136500
170207	139000
170208	139000
170209	140000
170210	141000
170213	139500
170214	140000
170215	145500
170216	150500
170217	150500
170220	150000
170221	151000
170222	149500
170223	146000
170224	148000
170227	148500
170228	149500
170302	148500
170303	142000
170306	145000
170307	144000
170308	144500
170309	145000
170310	146000
170313	146000
170314	149000
170315	149500
170316	151500
170317	151500
170320	156500
170321	170000
170322	170000
170323	165000
170324	164000
170327	162000
170328	160000
170329	156000
170330	158500
170331	157500
170403	156500
170404	152000
170405	150000
170406	148000
170407	144500
170410	146000
170411	142500
170412	141500
170413	142500
170414	142500
170417	144000
170418	141000
170419	137000
170420	141500
170421	141500
170424	141500
170425	144500
170426	151000
170427	147000
170428	144000
170502	151000
170504	152000
170508	158000
170510	156500
170511	157500
170512	155000
170515	154000
170516	157500
170517	158500
170518	165000
170519	170000
170522	170000
170523	170000
170524	164000
170525	165000
170526	163500
170529	162000
170530	164000
170531	163000
170601	165500
170602	163000
170605	161500
170607	159000
170608	160000
170609	160000
170612	162500
170613	164500
170614	169000
170615	163000
170616	165000
170619	167000
170620	166500
170621	160500
170622	161500
170623	164000
170626	164000
170627	160500
170628	160000
170629	161000
170630	159500
170703	163500
170704	158500
170705	156000
170706	155500
170707	151500
170710	148000
170711	148000
170712	149000
170713	149000
170714	154000
170717	150500
170718	148000
170719	148500
170720	148000
170721	147500
170724	145000
170725	146000
170726	148000
170727	146500
170728	149500
170731	145000
170801	145500
170802	147500
170803	148500
170804	150000
170807	148000
170808	144000
170809	146000
170810	145000
170811	142000
170814	144500
170816	144500
170817	144000
170818	144500
170821	148000
170822	147000
170823	146500
170824	143500
170825	144500
170828	144500
170829	144000
170830	143000
170831	140500
170901	143000
170904	140000
170905	138000
170906	136000
170907	138000
170908	135500
170911	135000
170912	136000
170913	134000
170914	137000
170915	136500
170918	137000
170919	140000
170920	142000
170921	141500
170922	142000
170925	141000
170926	147500
170927	147500
170928	147000
170929	150500
171010	151000
171011	155000
171012	156500
171013	154500
171016	153000
171017	149500
171018	150500
171019	151500
171020	151500
171023	151500
171024	151000
171025	148500
171026	159500
171027	158500
171030	156000
171031	161000
171101	160500
171102	160000
171103	161500
171106	158500
171107	155000
171108	155000
171109	155500
171110	154500
171113	160500
171114	160500
171115	161500
171116	159500
171117	157000
171120	156500
171121	157000
171122	155000
171123	157000
171124	159000
171127	158500
171128	157000
171129	160500
171130	164500
171201	161500
171204	160500
171205	161500
171206	162000
171207	161500
171208	158500
171211	150000
171212	150000
171213	151500
171214	150500
171215	154000
171218	154000
171219	153000
171220	152500
171221	150000
171222	153000
171226	154000
171227	156500
171228	156000
180102	149500
180103	150500
180104	146500
180105	149000
180108	151000
180109	152500
180110	155500
180111	155000
180112	154000
180115	155000
180116	158000
180117	157500
180118	155000
180119	162000
180122	162500
180123	161000
180124	156500
180125	158500
180126	152500
180129	154500
180130	156000
180131	162000
180201	160500
180202	162500
180205	159000
180206	157500
180207	157500
180208	161000
180209	155000
180212	154000
180213	152500
180214	154500
180219	155000
180220	153500
180221	160000
180222	157000
180223	159000
180226	161000
180227	161000
180228	161500
180302	156000
180305	153000
180306	157000
180307	152500
180308	154500
180309	154000
180312	153500
180313	153500
180314	156000
180315	157500
180316	157500
180319	151500
180320	152500
180321	154500
180322	152500
180323	151500
180326	149500
180327	154000
180328	151500
180329	143500
180330	143500
180402	148500
180403	152000
180404	156500
180405	154000
180406	152500
180409	151000
180410	151000
180411	150000
180412	152000
180413	150500
180416	153000
180417	157500
180418	158500
180419	158000
180420	160000
180423	159500
180424	162500
180425	164000
180426	156500
180427	158000
180430	160000
180502	160000
180503	160000
180504	158000
180508	156000
180509	153500
180510	152000
180511	153000
180514	151000
180515	148500
180516	150500
180517	149500
180518	150000
180521	149000
180523	144500
180524	140000
180525	139000
180528	138500
180529	140000
180530	137500
180531	139000
180601	140000
180604	143000
180605	142500
180607	142500
180608	141000
180611	139500
180612	140500
180614	135000
180615	134000
180618	135000
180619	131500
180620	129500
180621	127000
180622	130000
180625	129000
180626	129500
180627	127500
180628	125000
180629	125500
180702	123500
180703	122000
180704	119500
180705	121500
180706	123500
180709	124500
180710	123500
180711	121500
180712	123000
180713	122500
180716	126000
180717	126500
180718	124000
180719	124000
180720	127000
180723	129500
180724	129500
180725	130500
180726	130000
180727	129500
180730	130500
180731	129500
180801	128500
180802	125500
180803	124000
180806	124500
180807	125000
180808	127500
180809	126000
180810	126000
180813	123500
180814	123000
180815  125000
180816	124000
180817 	125000
180819	125000
180820	126500
